name,png,uid,license,credit,tree_name
Onchiodon frossardi,d056a304-64a9-4b85-beaf-72f44a697d2a.1024.png,d056a304-64a9-4b85-beaf-72f44a697d2a,http://creativecommons.org/publicdomain/zero/1.0/,Dmitry Bogdanov (vectorized by T. Michael Keesey),Onchiodon_frossardi
Edops craigi,4e30477a-f64c-4d2f-9a5e-92cb24fe528f.1024.png,4e30477a-f64c-4d2f-9a5e-92cb24fe528f,http://creativecommons.org/licenses/by-sa/3.0/,Dmitry Bogdanov (vectorized by T. Michael Keesey),Edops_craigi
Caerorhachis bairdi,26ef7113-49b4-4e6c-a57c-1a1e248b0dd4.1024.png,26ef7113-49b4-4e6c-a57c-1a1e248b0dd4,http://creativecommons.org/publicdomain/zero/1.0/,Dmitry Bogdanov (vectorized by T. Michael Keesey),Caerorhachis_bairdi
Vectidraco daisymorrisae,3393418a-9ae3-4c01-a4c5-53adddc8c860.1024.png,3393418a-9ae3-4c01-a4c5-53adddc8c860,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Vectidraco_daisymorrisae
Kootenichela deppi,1353c901-f652-4563-941d-7b12bc7a86df.1024.png,1353c901-f652-4563-941d-7b12bc7a86df,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Kootenichela_deppi
Peloneustes philarchus,91036b62-ca14-4c61-9cf6-67c4940d8c02.1024.png,91036b62-ca14-4c61-9cf6-67c4940d8c02,http://creativecommons.org/licenses/by-sa/3.0/,Nobu Tamura (vectorized by T. Michael Keesey),Peloneustes_philarchus
Macroplata tenuiceps,9c41489f-af62-48b4-8bd4-7126b547a59c.1024.png,9c41489f-af62-48b4-8bd4-7126b547a59c,http://creativecommons.org/licenses/by-sa/3.0/,Nobu Tamura (vectorized by T. Michael Keesey),Macroplata_tenuiceps
Plesiosaurus dolichodeirus,455695a6-3d47-46e6-88e1-70b36eef7859.1024.png,455695a6-3d47-46e6-88e1-70b36eef7859,http://creativecommons.org/licenses/by-sa/3.0/,Adam Stuart Smith (vectorized by T. Michael Keesey),Plesiosaurus_dolichodeirus
Microcleidus,48bc92ed-d7b8-461b-85fc-1270e99e5bb3.1024.png,48bc92ed-d7b8-461b-85fc-1270e99e5bb3,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Microcleidus
Pistosaurus longaevus,7999c103-932b-4647-815b-711a1967f0f4.1024.png,7999c103-932b-4647-815b-711a1967f0f4,http://creativecommons.org/licenses/by-sa/3.0/,Nobu Tamura (vectorized by T. Michael Keesey),Pistosaurus_longaevus
Meyerasaurus victor,7a2bde74-56bf-45c2-9912-619fecd5a6cb.1024.png,7a2bde74-56bf-45c2-9912-619fecd5a6cb,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Meyerasaurus_victor
Malawania anachronus,e10356ea-0c00-4a45-b641-ce7dcb440df7.1024.png,e10356ea-0c00-4a45-b641-ce7dcb440df7,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Malawania_anachronus
Eurhinosaurus longirostris,983b88e3-4e96-4c34-bdeb-95a85ce44cc9.original.png,983b88e3-4e96-4c34-bdeb-95a85ce44cc9,http://creativecommons.org/licenses/by/3.0/,Jaime Headden,Eurhinosaurus_longirostris
Mamenchisaurus hochuanensis,573dd931-48da-4681-83c0-bfb4330c890a.original.png,573dd931-48da-4681-83c0-bfb4330c890a,http://creativecommons.org/publicdomain/zero/1.0/,"Young and Zhao (1972:figure 4), modified by Michael P. Taylor",Mamenchisaurus_hochuanensis
Spinops sternbergorum,778ff5cf-a1ad-408a-a88c-3db94b3fc99b.1024.png,778ff5cf-a1ad-408a-a88c-3db94b3fc99b,http://creativecommons.org/licenses/by/3.0/,Andrew A. Farke,Spinops_sternbergorum
Aglais urticae,2889686e-fd1f-4b4f-82e9-b39e4ff4fc92.1024.png,2889686e-fd1f-4b4f-82e9-b39e4ff4fc92,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Aglais_urticae
Cannabis sativa,58daaa49-e699-448d-9553-ceedd1fc98a4.original.png,58daaa49-e699-448d-9553-ceedd1fc98a4,http://creativecommons.org/licenses/by-sa/3.0/,Emily Willoughby,Cannabis_sativa
Plateosaurus,be3aa13a-bd90-4b99-9c44-ad643d6aa31c.original.png,be3aa13a-bd90-4b99-9c44-ad643d6aa31c,http://creativecommons.org/publicdomain/zero/1.0/,Michael P. Taylor,Plateosaurus
Tyrannotitan,4bf61905-5424-4d54-b4fd-477a62907eae.original.png,4bf61905-5424-4d54-b4fd-477a62907eae,http://creativecommons.org/publicdomain/zero/1.0/,Michael P. Taylor,Tyrannotitan
Limaysaurus tessonei,80596e4b-3b9f-4521-9d4a-a1b2ab2a0098.original.png,80596e4b-3b9f-4521-9d4a-a1b2ab2a0098,http://creativecommons.org/publicdomain/zero/1.0/,Michael P. Taylor,Limaysaurus_tessonei
Anhina anhinga,83ffba64-e8b2-48d4-8e70-11153c89ae9e.original.png,83ffba64-e8b2-48d4-8e70-11153c89ae9e,http://creativecommons.org/licenses/by-sa/3.0/,Emily Willoughby,Anhina_anhinga
beetle-head,a861cc3b-4940-4b80-84d7-5d1b07ba6a28.original.png,a861cc3b-4940-4b80-84d7-5d1b07ba6a28,http://creativecommons.org/licenses/by-sa/3.0/,Emily Willoughby,beetle.head
Excalibosaurus costini,88744e01-d17b-4f67-8303-f503d5aff20c.1024.png,88744e01-d17b-4f67-8303-f503d5aff20c,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Excalibosaurus_costini
man-o'-war-bird,e1cc6d83-a146-4ba5-b937-c02fc213d6af.original.png,e1cc6d83-a146-4ba5-b937-c02fc213d6af,http://creativecommons.org/licenses/by-sa/3.0/,Emily Willoughby,man.o..war.bird
Lambeosaurus,49beea1d-6604-4ab1-b159-ed0fd9155c52.original.png,49beea1d-6604-4ab1-b159-ed0fd9155c52,http://creativecommons.org/licenses/by-nc-sa/3.0/,Matt Martyniuk,Lambeosaurus
Chaohusaurus geishanensis,d940c3c4-2b59-4e68-b31b-2cf6c89130f3.1024.png,d940c3c4-2b59-4e68-b31b-2cf6c89130f3,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Chaohusaurus_geishanensis
Contectopalatus atavus,43d9c329-edd4-4042-b6e1-0983c3b6748e.1024.png,43d9c329-edd4-4042-b6e1-0983c3b6748e,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Contectopalatus_atavus
Cymbospondylus,8162d84e-4578-4adf-98d5-2faad56bba19.1024.png,8162d84e-4578-4adf-98d5-2faad56bba19,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Cymbospondylus
Caypullisaurus bonapartei,16064520-c09c-47c8-9add-652ed6fb3fd2.1024.png,16064520-c09c-47c8-9add-652ed6fb3fd2,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Caypullisaurus_bonapartei
Californosaurus,88cb846b-20ad-4056-8797-832b27aa6d81.1024.png,88cb846b-20ad-4056-8797-832b27aa6d81,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Californosaurus
Brachypterygius,0d4af2d4-a563-4a5c-861e-699a14eb23a3.1024.png,0d4af2d4-a563-4a5c-861e-699a14eb23a3,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Brachypterygius
Acamptonectes densus,1eb6ae51-9b97-4ec3-834a-d76749a1a92c.1024.png,1eb6ae51-9b97-4ec3-834a-d76749a1a92c,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Acamptonectes_densus
Polygonia c album,3ded95a5-7702-4349-9653-f7df08a0fdde.1024.png,3ded95a5-7702-4349-9653-f7df08a0fdde,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Polygonia_c_album
Inachis io,ef9f5042-ce85-48ce-b152-9e231374e56f.1024.png,ef9f5042-ce85-48ce-b152-9e231374e56f,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Inachis_io
Pliocervus matheroni,bb553480-e37f-4236-8c69-ce9fa8116b39.1024.png,bb553480-e37f-4236-8c69-ce9fa8116b39,http://creativecommons.org/publicdomain/zero/1.0/,Oscar Sanisidro,Pliocervus_matheroni
Microstonyx major,98e22998-78de-4ba5-921d-de520e5f847b.1024.png,98e22998-78de-4ba5-921d-de520e5f847b,http://creativecommons.org/publicdomain/zero/1.0/,Oscar Sanisidro,Microstonyx_major
Tragoportax gaudryi,cb80873d-884f-4c1b-b84f-d54388fb799c.1024.png,cb80873d-884f-4c1b-b84f-d54388fb799c,http://creativecommons.org/publicdomain/zero/1.0/,Oscar Sanisidro,Tragoportax_gaudryi
Birgerbohlinia schaubi,796105a1-efd1-49b9-aa21-3149fdf5b6ae.1024.png,796105a1-efd1-49b9-aa21-3149fdf5b6ae,http://creativecommons.org/publicdomain/zero/1.0/,". Original drawing by M. Antón, published in Montoya and Morales 1984. Vectorized by O. Sanisidro",Birgerbohlinia_schaubi
Miragaia longicollum,38b85ee7-b89e-4fef-aab5-25ec4781c7e4.1024.png,38b85ee7-b89e-4fef-aab5-25ec4781c7e4,http://creativecommons.org/licenses/by/3.0/,T. Michael Keesey,Miragaia_longicollum
Aglaophyton majora,0cc1b731-9056-4981-9c45-30a633da0ede.1024.png,0cc1b731-9056-4981-9c45-30a633da0ede,http://creativecommons.org/licenses/by/3.0/,Griensteidl and T. Michael Keesey,Aglaophyton_majora
Paraplacodus broilii,a4e86b85-978b-46a3-8ee6-e28c94f148e2.original.png,a4e86b85-978b-46a3-8ee6-e28c94f148e2,http://creativecommons.org/licenses/by/3.0/,Nobu Tamura,Paraplacodus_broilii
Placochelys,9fe68bdf-114b-4a64-aed9-4c66d2c91944.1024.png,9fe68bdf-114b-4a64-aed9-4c66d2c91944,http://creativecommons.org/licenses/by/3.0/,Nobu Tamura (vectorized by T. Michael Keesey),Placochelys
Placodus gigas,18eb61c8-5e23-42ee-9917-cde560ae84dc.1024.png,18eb61c8-5e23-42ee-9917-cde560ae84dc,http://creativecommons.org/licenses/by/3.0/,Nobu Tamura (vectorized by T. Michael Keesey),Placodus_gigas
Psephoderma alpinum,518f87d7-42cc-4cd6-9fb1-a34b275f9524.original.png,518f87d7-42cc-4cd6-9fb1-a34b275f9524,http://creativecommons.org/licenses/by/3.0/,Jaime Headden,Psephoderma_alpinum
Henodus chelyops,a138478b-8bdc-48f7-a05e-7227afde84fa.original.png,a138478b-8bdc-48f7-a05e-7227afde84fa,http://creativecommons.org/licenses/by/3.0/,Jaime Headden,Henodus_chelyops
Cyamodus hildegardis,20be4e4b-dee7-4576-aeff-27833ca353f5.original.png,20be4e4b-dee7-4576-aeff-27833ca353f5,http://creativecommons.org/licenses/by/3.0/,Jaime Headden,Cyamodus_hildegardis
Cooksonia pertoni,585f5a9d-b96d-4fdc-aec7-01b9540e057f.1024.png,585f5a9d-b96d-4fdc-aec7-01b9540e057f,http://creativecommons.org/licenses/by-sa/3.0/,Ville Koistinen (vectorized by T. Michael Keesey),Cooksonia_pertoni
Rhynia gwynne-vaughanii,cbc7382f-cfee-40c5-af05-c528d8e94193.1024.png,cbc7382f-cfee-40c5-af05-c528d8e94193,http://creativecommons.org/licenses/by-sa/3.0/,Griensteidl and T. Michael Keesey,Rhynia_gwynne.vaughanii
Columba livia domestica,966eed5e-b869-41b4-8de7-32286ae3656a.1024.png,966eed5e-b869-41b4-8de7-32286ae3656a,http://creativecommons.org/licenses/by-sa/3.0/,Dori <dori@merr.info> (source photo) and Nevit Dilmen,Columba_livia_domestica
Horneophyton lignieri,563e3a2f-36c1-4edf-af85-47970efe72e9.1024.png,563e3a2f-36c1-4edf-af85-47970efe72e9,http://creativecommons.org/publicdomain/mark/1.0/,Peter Coxhead,Horneophyton_lignieri
Tapejara,1caa7cc8-30d0-40ac-b1cc-9fc76189edfd.original.png,1caa7cc8-30d0-40ac-b1cc-9fc76189edfd,http://creativecommons.org/licenses/by/3.0/,Jaime Headden,Tapejara
Leptomeryx evansi,e69e1841-7a09-4936-bc94-19ca766cba84.1024.png,e69e1841-7a09-4936-bc94-19ca766cba84,http://creativecommons.org/licenses/by/3.0/,Nobu Tamura (vectorized by T. Michael Keesey),Leptomeryx_evansi
Ctenochasma roemeri,230b9d10-9efd-459f-bd2c-89e9cdef997b.original.png,230b9d10-9efd-459f-bd2c-89e9cdef997b,http://creativecommons.org/licenses/by/3.0/,Jaime Headden,Ctenochasma_roemeri
Conodonta,1946f963-7bc4-40ec-a7a3-22e91c595fda.original.png,1946f963-7bc4-40ec-a7a3-22e91c595fda,http://creativecommons.org/licenses/by/3.0/,Jaime Headden,Conodonta
Carnotaurus,c59710f4-3ee4-4cfe-93bb-913b42cec4c8.original.png,c59710f4-3ee4-4cfe-93bb-913b42cec4c8,http://creativecommons.org/licenses/by/3.0/,Jaime Headden,Carnotaurus
Chaoyangopteridae,22e2100b-198c-42f4-b0fb-267e60459d8f.original.png,22e2100b-198c-42f4-b0fb-267e60459d8f,http://creativecommons.org/licenses/by/3.0/,Jaime Headden,Chaoyangopteridae
Heterodontosaurus tucki,8cf7bbb5-6e42-480a-b512-9f200879c294.original.png,8cf7bbb5-6e42-480a-b512-9f200879c294,http://creativecommons.org/licenses/by/3.0/,Jaime Headden,Heterodontosaurus_tucki
Yucca brevifolia,cdcbf3f7-7b81-4747-8407-f49bfa222f35.original.png,cdcbf3f7-7b81-4747-8407-f49bfa222f35,http://creativecommons.org/licenses/by-nc-sa/3.0/,John Curley (source photo) and T. Michael Keesey,Yucca_brevifolia
Scapania subalpina,4054a966-b5e1-425d-924e-352593ff9a1d.1024.png,4054a966-b5e1-425d-924e-352593ff9a1d,http://creativecommons.org/publicdomain/mark/1.0/,Ernst Haeckel (vectorized by T. Michael Keesey),Scapania_subalpina
Carnegiea gigantea,b95ba2c8-8b80-4346-acd9-b27ea03622f9.original.png,b95ba2c8-8b80-4346-acd9-b27ea03622f9,http://creativecommons.org/licenses/by/3.0/,Saguaro Pictures (source photo) and T. Michael Keesey,Carnegiea_gigantea
Hypsiprymnodon moschatus,d24c557b-9ef0-4ce4-97e5-74c25ec0951b.1024.png,d24c557b-9ef0-4ce4-97e5-74c25ec0951b,http://creativecommons.org/licenses/by-sa/3.0/,T. Michael Keesey,Hypsiprymnodon_moschatus
Gorilla gorilla gorilla,d9af529d-e426-4c7a-922a-562d57a7872e.1024.png,d9af529d-e426-4c7a-922a-562d57a7872e,http://creativecommons.org/publicdomain/zero/1.0/,T. Michael Keesey (after Colin M. L. Burnett),Gorilla_gorilla_gorilla
Mayomyzon,97bc41b3-14fb-4c4f-b7e9-564b4c499f2d.1024.png,97bc41b3-14fb-4c4f-b7e9-564b4c499f2d,http://creativecommons.org/licenses/by/3.0/,Filip em,Mayomyzon
Andrias japonicus,4825e499-7da0-479a-b189-89f61d40617b.1024.png,4825e499-7da0-479a-b189-89f61d40617b,http://creativecommons.org/publicdomain/mark/1.0/,Y. de Hoev. (vectorized by T. Michael Keesey),Andrias_japonicus
Archegosaurus decheni,d12419c0-d6eb-48a9-918c-69ce157a8d99.1024.png,d12419c0-d6eb-48a9-918c-69ce157a8d99,http://creativecommons.org/publicdomain/mark/1.0/,Dmitry Bogdanov (vectorized by T. Michael Keesey),Archegosaurus_decheni
Albanerpeton,a86ffb5e-5795-4931-b41e-3f8e3e1d5a48.1024.png,a86ffb5e-5795-4931-b41e-3f8e3e1d5a48,http://creativecommons.org/licenses/by/3.0/,Nobu Tamura (vectorized by T. Michael Keesey),Albanerpeton
Macrotis lagotis,c77d69f9-515f-443c-aad0-6a00ba64cc00.1024.png,c77d69f9-515f-443c-aad0-6a00ba64cc00,http://creativecommons.org/licenses/by/3.0/,Sarah Werning,Macrotis_lagotis
Caenolestes fuliginosus,f34ca418-a0d9-4ed7-bc3c-a74bcdeae443.1024.png,f34ca418-a0d9-4ed7-bc3c-a74bcdeae443,http://creativecommons.org/licenses/by/3.0/,Sarah Werning,Caenolestes_fuliginosus
Petaurus australis,81cbafa3-4e95-40f4-8c37-9c2cf7d0009b.1024.png,81cbafa3-4e95-40f4-8c37-9c2cf7d0009b,http://creativecommons.org/licenses/by/3.0/,Sarah Werning,Petaurus_australis
Notoryctes typhlops,11b783d5-af1c-4f4e-8ab5-a51470652b47.1024.png,11b783d5-af1c-4f4e-8ab5-a51470652b47,http://creativecommons.org/licenses/by/3.0/,Sarah Werning,Notoryctes_typhlops
Myrmecobius fasciatus fasciatus,decf3474-61e7-4b5c-a3aa-d5adb13d89cb.1024.png,decf3474-61e7-4b5c-a3aa-d5adb13d89cb,http://creativecommons.org/licenses/by/3.0/,Sarah Werning,Myrmecobius_fasciatus_fasciatus
Sminthopsis crassicaudata,196f946f-f29f-4ca3-bdb2-5a8c5a036fd4.1024.png,196f946f-f29f-4ca3-bdb2-5a8c5a036fd4,http://creativecommons.org/licenses/by/3.0/,Sarah Werning,Sminthopsis_crassicaudata
Acrobates pygmaeus,0c64fca6-468a-4188-af7a-18f2aa192029.1024.png,0c64fca6-468a-4188-af7a-18f2aa192029,http://creativecommons.org/licenses/by/3.0/,Sarah Werning,Acrobates_pygmaeus
Dromiciops gliroides,dde4f926-c04c-47ef-a337-927ceb36e7ef.1024.png,dde4f926-c04c-47ef-a337-927ceb36e7ef,http://creativecommons.org/licenses/by/3.0/,Sarah Werning,Dromiciops_gliroides
Perameles nasuta,d9e97d9d-cbaa-42d1-93fd-6a787c1b4afc.1024.png,d9e97d9d-cbaa-42d1-93fd-6a787c1b4afc,http://creativecommons.org/licenses/by/3.0/,Sarah Werning,Perameles_nasuta
Thylacinus potens,bacd7beb-7b6f-4466-a31a-715509b9532f.1024.png,bacd7beb-7b6f-4466-a31a-715509b9532f,http://creativecommons.org/licenses/by-sa/3.0/,Michael Ströck (vectorized by T. Michael Keesey),Thylacinus_potens
Thylacinus cynocephalus,9195c274-56c0-44fe-bc6a-795e4f41a4be.1024.png,9195c274-56c0-44fe-bc6a-795e4f41a4be,http://creativecommons.org/licenses/by/3.0/,Sarah Werning,Thylacinus_cynocephalus
Homalocephale calathocercos,55447a9d-b19a-4037-b6b5-68084b62aa10.original.png,55447a9d-b19a-4037-b6b5-68084b62aa10,http://creativecommons.org/licenses/by/3.0/,Michael B. H. (vectorized by T. Michael Keesey),Homalocephale_calathocercos
Phaeoparia lineaalba,7b3f79f4-9d30-42c2-bb04-6b7d2a83da04.original.png,7b3f79f4-9d30-42c2-bb04-6b7d2a83da04,http://creativecommons.org/publicdomain/zero/1.0/,Fernando Campos De Domenico,Phaeoparia_lineaalba
Gymnogyps californianus,73528af2-c4ca-4bc4-81ca-d22126220fa9.original.png,73528af2-c4ca-4bc4-81ca-d22126220fa9,http://creativecommons.org/licenses/by/3.0/,Stacy Spensley (Modified),Gymnogyps_californianus
Pinguinus impennis,1eb2195d-8035-4d59-bfe2-ee7af9ca0132.original.png,1eb2195d-8035-4d59-bfe2-ee7af9ca0132,http://creativecommons.org/publicdomain/mark/1.0/,John James Audubon (Modified),Pinguinus_impennis
Eptatretus polytrema,e3469d52-be9c-4d51-a7d1-1ef4f1714f59.1024.png,e3469d52-be9c-4d51-a7d1-1ef4f1714f59,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Eptatretus_polytrema
Jamoytius kerwoodi,f2e8bfa2-ebea-40f9-9f88-03ae5b97c1a0.1024.png,f2e8bfa2-ebea-40f9-9f88-03ae5b97c1a0,http://creativecommons.org/licenses/by-nc/3.0/,Mihai Dragos (vectorized by T. Michael Keesey),Jamoytius_kerwoodi
Scincosaurus crassus,6060e3b0-8029-4406-a577-2ba6f8250a2b.1024.png,6060e3b0-8029-4406-a577-2ba6f8250a2b,http://creativecommons.org/licenses/by-sa/3.0/,Smokeybjb (vectorized by T. Michael Keesey),Scincosaurus_crassus
Eucritta melanolimnetes,4aae0269-8d9f-4a5c-a417-4ab00cd97076.1024.png,4aae0269-8d9f-4a5c-a417-4ab00cd97076,http://creativecommons.org/licenses/by-sa/3.0/,Dmitry Bogdanov (vectorized by T. Michael Keesey),Eucritta_melanolimnetes
Hanyangaspis guodingshanensis,404aab3f-d600-4cc1-84f3-3f61e781edd5.1024.png,404aab3f-d600-4cc1-84f3-3f61e781edd5,http://creativecommons.org/licenses/by/3.0/,Philippe Janvier (vectorized by T. Michael Keesey),Hanyangaspis_guodingshanensis
Hemicyclaspis,279a1d82-1283-4d0a-9d83-4139de8cc416.1024.png,279a1d82-1283-4d0a-9d83-4139de8cc416,http://creativecommons.org/licenses/by-sa/3.0/,Ghedoghedo (vectorized by T. Michael Keesey),Hemicyclaspis
Umbra krameri,e155991b-4dfd-4cd0-9143-1af50934dd5d.1024.png,e155991b-4dfd-4cd0-9143-1af50934dd5d,http://creativecommons.org/licenses/by-sa/3.0/,Zsoldos Márton (vectorized by T. Michael Keesey),Umbra_krameri
Sitta carolinensis tenuissima,af5bcc70-fa2d-430c-b61d-fcff61d80d0b.original.png,af5bcc70-fa2d-430c-b61d-fcff61d80d0b,http://creativecommons.org/licenses/by-sa/3.0/,Alan and Elaine Wilson (Modified),Sitta_carolinensis_tenuissima
Stauropus fagi,1478e6f5-2b41-4d01-8498-7d5fabd79e23.1024.png,1478e6f5-2b41-4d01-8498-7d5fabd79e23,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Stauropus_fagi
Cerura vinula,a29dfaaf-7335-4cac-878d-848701f0a241.1024.png,a29dfaaf-7335-4cac-878d-848701f0a241,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Cerura_vinula
Autographa gamma,16dc46d3-c849-4a1d-bf90-29c7bc3b4f1c.1024.png,16dc46d3-c849-4a1d-bf90-29c7bc3b4f1c,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Autographa_gamma
Tyria jacobaeae,3be0d3af-9380-4586-8706-26dcfb593971.1024.png,3be0d3af-9380-4586-8706-26dcfb593971,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Tyria_jacobaeae
Lepisma saccharina,45699fa3-9e56-49a6-a843-910464999d87.1024.png,45699fa3-9e56-49a6-a843-910464999d87,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Lepisma_saccharina
Ticinosuchus ferox,69649a06-01d6-46c7-b12b-e7e6cacaf9d9.original.png,69649a06-01d6-46c7-b12b-e7e6cacaf9d9,http://creativecommons.org/licenses/by-sa/3.0/,Nobu Tamura,Ticinosuchus_ferox
Torvoneustes carpenteri,af891e05-e454-4077-a267-75d1e2d40989.1024.png,af891e05-e454-4077-a267-75d1e2d40989,http://creativecommons.org/licenses/by/3.0/,Dmitry Bogdanov (vectorized by T. Michael Keesey),Torvoneustes_carpenteri
Plesiosuchus manselii,bb59dc20-fb59-422c-b0df-610a48a20f14.1024.png,bb59dc20-fb59-422c-b0df-610a48a20f14,http://creativecommons.org/licenses/by/3.0/,Dmitry Bogdanov (vectorized by T. Michael Keesey),Plesiosuchus_manselii
Geosaurus giganteus,80315bbf-e7e9-4f9a-b598-6a8a68f3b169.1024.png,80315bbf-e7e9-4f9a-b598-6a8a68f3b169,http://creativecommons.org/licenses/by/3.0/,Dmitry Bogdanov (vectorized by T. Michael Keesey),Geosaurus_giganteus
Dakosaurus maximus,2c1cd803-6075-4fe6-993d-b9e0a62fc786.1024.png,2c1cd803-6075-4fe6-993d-b9e0a62fc786,http://creativecommons.org/licenses/by/3.0/,Dmitry Bogdanov (vectorized by T. Michael Keesey),Dakosaurus_maximus
Suchodus durobrivensis,1677c9e0-e484-4db5-9693-dae9475bb270.1024.png,1677c9e0-e484-4db5-9693-dae9475bb270,http://creativecommons.org/licenses/by/3.0/,Dmitry Bogdanov (vectorized by T. Michael Keesey),Suchodus_durobrivensis
Metriorhynchus geoffroyii,72123a62-d833-4d7c-a19d-abb17ae9f367.1024.png,72123a62-d833-4d7c-a19d-abb17ae9f367,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Metriorhynchus_geoffroyii
Shastasaurus sikanniensis,83c83962-d551-42dd-a3b2-99346a89fc99.1024.png,83c83962-d551-42dd-a3b2-99346a89fc99,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Shastasaurus_sikanniensis
Temnodontosaurus trigonodon,d974c74c-7c59-47d5-ad8e-80b704579378.1024.png,d974c74c-7c59-47d5-ad8e-80b704579378,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Temnodontosaurus_trigonodon
Mixosaurus cornalianus,cd989aa0-9d3d-44a7-847e-e1a9fb83f946.1024.png,cd989aa0-9d3d-44a7-847e-e1a9fb83f946,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Mixosaurus_cornalianus
Temnodontosaurus platyodon,817e34c0-2ac4-4184-8a1e-758af725faaa.1024.png,817e34c0-2ac4-4184-8a1e-758af725faaa,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Temnodontosaurus_platyodon
Ophthalmosaurus icenicus,c96fdce7-81ab-4849-8ee3-69e3dbc52a25.1024.png,c96fdce7-81ab-4849-8ee3-69e3dbc52a25,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Ophthalmosaurus_icenicus
Phlogophora meticulosa,1de10e42-0467-497d-80e7-5b67131fdcb2.1024.png,1de10e42-0467-497d-80e7-5b67131fdcb2,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Phlogophora_meticulosa
Darapsa myron,f9695390-64cc-40b2-beb5-a70fa767ae50.1024.png,f9695390-64cc-40b2-beb5-a70fa767ae50,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Darapsa_myron
Archiearis parthenias,e1159737-6be6-4c15-869c-12bb75def0f4.1024.png,e1159737-6be6-4c15-869c-12bb75def0f4,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Archiearis_parthenias
Dahalokely tokana,1730665f-ffb8-4026-b9a6-e36ba92bbc24.1024.png,1730665f-ffb8-4026-b9a6-e36ba92bbc24,http://creativecommons.org/licenses/by/3.0/,Andrew Farke and Joseph Sertich,Dahalokely_tokana
Vanessa cardui,6e31dfed-d037-4703-9e3c-13210f92e7e9.1024.png,6e31dfed-d037-4703-9e3c-13210f92e7e9,http://creativecommons.org/licenses/by/3.0/,Gareth Monger,Vanessa_cardui
Stephanorhinus kirchbergensis,4fb18746-0a92-4913-97c4-9cf73841484a.1024.png,4fb18746-0a92-4913-97c4-9cf73841484a,http://creativecommons.org/publicdomain/mark/1.0/,NA,Stephanorhinus_kirchbergensis
Zenopsis nebulosa,b554ef96-1672-4ba9-83d7-028f08d542e1.1024.png,b554ef96-1672-4ba9-83d7-028f08d542e1,http://creativecommons.org/publicdomain/mark/1.0/,Robbie Cada (vectorized by T. Michael Keesey),Zenopsis_nebulosa
Euhelopus zdanskyi,2d448563-aede-4a54-a061-7382551214dd.original.png,2d448563-aede-4a54-a061-7382551214dd,http://creativecommons.org/licenses/by-sa/3.0/,DiBgd (modified by T. Michael Keesey),Euhelopus_zdanskyi
Dasyatis brevicaudata,da785df5-d023-420e-9597-59dbdbc0d29e.1024.png,da785df5-d023-420e-9597-59dbdbc0d29e,http://creativecommons.org/publicdomain/mark/1.0/,A. R. McCulloch (vectorized by T. Michael Keesey),Dasyatis_brevicaudata
Spatula clypeata,87ae3bc1-599f-4081-9ed4-5f35e3f8ba73.original.png,87ae3bc1-599f-4081-9ed4-5f35e3f8ba73,http://creativecommons.org/licenses/by-sa/3.0/,Andreas Trepte (modified),Spatula_clypeata
Propithecus,8d29eeb3-bff6-4488-99d8-5faaf7f8ec4b.1024.png,8d29eeb3-bff6-4488-99d8-5faaf7f8ec4b,http://creativecommons.org/licenses/by-sa/3.0/,Terpsichores,Propithecus
Campephilus principalis,0fb7c0d5-c374-4711-b10d-347e9fe197e5.original.png,0fb7c0d5-c374-4711-b10d-347e9fe197e5,http://creativecommons.org/licenses/by/3.0/,Arthur A. Allen (modified),Campephilus_principalis
